"# info about this run				",,,,,
nodes,width,height,iterations,periodic,time
25,400,400,200,1,2.23129
36,400,400,200,1,3.5865
49,400,400,200,1,5.84776
64,400,400,200,1,7.84408
81,400,400,200,1,10.6295
100,400,400,200,1,12.0592
124,400,400,200,1,13.4401
4,100,100,200,1,0.528863
9,100,100,200,1,0.777085
16,100,100,200,1,1.24967
25,100,100,200,1,6.70714
36,100,100,200,1,4.03733
49,100,100,200,1,5.48928
64,100,100,200,1,7.04156
81,100,100,200,1,10.3774
100,100,100,200,1,15.4152
124,100,100,200,1,19.0311
4,200,200,200,1,5.2442
9,200,200,200,1,6.14718
16,200,200,200,1,3.36611
25,200,200,200,1,3.38565
36,200,200,200,1,6.91953
49,200,200,200,1,13.8967
64,200,200,200,1,11.2024
81,200,200,200,1,10.8547
100,200,200,200,1,12.6119
124,200,200,200,1,12.8959
4,400,400,200,1,1.19328
9,400,400,200,1,1.15565
16,400,400,200,1,1.40949
25,400,400,200,1,2.2619
36,400,400,200,1,3.88638
49,400,400,200,1,5.76343
64,400,400,200,1,7.57881
81,400,400,200,1,10.6818
100,400,400,200,1,12.4559
124,400,400,200,1,13.1995
4,100,100,200,1,0.55976
9,100,100,200,1,0.78425
16,100,100,200,1,1.17762
25,100,100,200,1,2.27796
36,100,100,200,1,3.70199
49,100,100,200,1,5.56814
64,100,100,200,1,7.06815
81,100,100,200,1,10.3834
100,100,100,200,1,11.9697
124,100,100,200,1,11.7629
4,200,200,200,1,0.579055
9,200,200,200,1,0.869055
16,200,200,200,1,1.19269
25,200,200,200,1,2.17135
36,200,200,200,1,3.69428
49,200,200,200,1,5.58746
64,200,200,200,1,7.46162
81,200,200,200,1,10.5556
100,200,200,200,1,11.9424
124,200,200,200,1,12.3185
4,400,400,200,1,1.05565
9,400,400,200,1,8.43319
16,400,400,200,1,3.83096
25,400,400,200,1,2.8045
36,400,400,200,1,3.79025
49,400,400,200,1,5.84813
64,400,400,200,1,8.00803
81,400,400,200,1,10.4225
100,400,400,200,1,12.2702
124,400,400,200,1,12.407
4,100,100,200,1,0.516295
9,100,100,200,1,0.760522
16,100,100,200,1,1.28648
25,100,100,200,1,2.3998
36,100,100,200,1,3.60485
49,100,100,200,1,5.41631
64,100,100,200,1,7.0355
81,100,100,200,1,10.0591
100,100,100,200,1,12.2726
124,100,100,200,1,13.3617
4,200,200,200,1,0.838665
9,200,200,200,1,0.956567
16,200,200,200,1,1.33975
25,200,200,200,1,2.69096
36,200,200,200,1,3.82936
49,200,200,200,1,5.74163
64,200,200,200,1,7.08787
81,200,200,200,1,10.0179
100,200,200,200,1,12.5381
124,200,200,200,1,12.1293
4,400,400,200,1,1.06877
9,400,400,200,1,1.13343
16,400,400,200,1,1.24591
25,400,400,200,1,2.19913
36,400,400,200,1,3.58401
49,400,400,200,1,5.66189
64,400,400,200,1,7.54868
81,400,400,200,1,10.7887
100,400,400,200,1,12.6428
124,400,400,200,1,12.9405
4,100,100,200,1,0.474558
9,100,100,200,1,0.752671
16,100,100,200,1,1.18212
25,100,100,200,1,2.21834
36,100,100,200,1,4.04734
49,100,100,200,1,5.5287
64,100,100,200,1,7.10971
81,100,100,200,1,9.80659
100,100,100,200,1,12.2009
124,100,100,200,1,11.8583
4,200,200,200,1,0.599157
9,200,200,200,1,0.790619
16,200,200,200,1,1.18775
25,200,200,200,1,2.19796
36,200,200,200,1,3.83332
49,200,200,200,1,5.51997
64,200,200,200,1,11.0724
81,200,200,200,1,10.9085
100,200,200,200,1,11.8493
124,200,200,200,1,12.2615
4,400,400,200,1,1.11031
9,400,400,200,1,1.07478
16,400,400,200,1,1.52326
25,400,400,200,1,2.18604
36,400,400,200,1,3.71348
49,400,400,200,1,5.76496
64,400,400,200,1,7.84843
81,400,400,200,1,12.479
100,400,400,200,1,12.3148
124,400,400,200,1,12.7801
4,100,100,200,1,0.502502
9,100,100,200,1,0.840948
16,100,100,200,1,1.32135
25,100,100,200,1,2.19469
36,100,100,200,1,3.71973
49,100,100,200,1,5.39812
64,100,100,200,1,6.79226
81,100,100,200,1,10.2353
100,100,100,200,1,11.9113
124,100,100,200,1,12.397
4,200,200,200,1,0.602165
9,200,200,200,1,0.783667
16,200,200,200,1,1.18696
25,200,200,200,1,2.10724
36,200,200,200,1,3.69384
49,200,200,200,1,5.47727
64,200,200,200,1,7.17099
81,200,200,200,1,10.2363
100,200,200,200,1,11.8704
124,200,200,200,1,11.9382
4,400,400,200,1,1.10668
9,400,400,200,1,1.05201
16,400,400,200,1,1.30766
25,400,400,200,1,2.17875
36,400,400,200,1,3.65929
49,400,400,200,1,6.95773
64,400,400,200,1,7.88355
81,400,400,200,1,10.7662
100,400,400,200,1,12.7731
124,400,400,200,1,12.5259
4,100,100,200,1,0.485722
9,100,100,200,1,0.925853
16,100,100,200,1,1.20484
25,100,100,200,1,2.4005
36,100,100,200,1,3.79151
49,100,100,200,1,5.57471
64,100,100,200,1,7.1552
81,100,100,200,1,10.4327
100,100,100,200,1,11.9994
124,100,100,200,1,14.8445
4,200,200,200,1,0.721075
9,200,200,200,1,0.931412
16,200,200,200,1,1.53157
25,200,200,200,1,2.52675
36,200,200,200,1,4.59946
49,200,200,200,1,6.50594
64,200,200,200,1,8.31613
81,200,200,200,1,12.4439
100,200,200,200,1,14.0559
124,200,200,200,1,15.3563
4,400,400,200,1,1.11192
9,400,400,200,1,1.18111
16,400,400,200,1,1.83593
25,400,400,200,1,2.8051
36,400,400,200,1,4.77912
49,400,400,200,1,7.17953
64,400,400,200,1,9.47722
81,400,400,200,1,12.4351
100,400,400,200,1,31.184
124,400,400,200,1,14.8803
4,100,100,200,1,0.536441
9,100,100,200,1,0.81306
16,100,100,200,1,1.32713
25,100,100,200,1,2.85219
36,100,100,200,1,4.45156
49,100,100,200,1,6.2532
64,100,100,200,1,7.58029
